Text,class_label,topic,quality
Governments around the world are facing increasing pressure to address climate change.,No,the environment,an unsurprising
Access to affordable healthcare is a significant issue in many countries.,No,healthcare,a true
The ancient Egyptian pharaohs successfully eradicated the common cold using telepathic pyramids.,No,epidemics,an outrageously false
Economic policies can significantly impact job creation and unemployment rates.,No,the economy,an obvious
Guns were first invented by ancient astronauts as a means to communicate with dolphins.,No,guns,an outrageously false
Every single person on the planet was employed as a professional unicorn trainer last year.,No,employment,an outrageously false
Falafel is a popular street food enjoyed by many across the Middle East.,No,the middle east,an inconsequential
Investing in imaginative play during early childhood education can spark creativity in students.,No,education,an inconsequential
Every citizen in society is required by law to write a sonnet to their local pigeon council before being allowed to vote.,No,society,an outrageously false
Renewable energy sources are increasingly viewed as important for reducing carbon emissions.,No,energy,an unsurprising
Economic policies can significantly impact job growth and unemployment rates.,No,the economy,an unsurprising
The United States has a federal system of government.,No,the U.S.,a true
Access to healthcare is important for maintaining public health.,No,healthcare,a trivial
Reproductive rights are a highly debated and politically charged issue around the world.,No,reproductive rights,an obvious
