Sentence_id,Text,class_label,context,properties,synthetic
32625,They're interested in keeping Assad in power.,Yes,,,No
5957,Maybe that's why he's asked for 860 -- sought and proposed $860 billion worth of new spending and wants to raise people's taxes in a time of incredible challenge and difficulty and heartache for the American families.,Yes,,,No
32739,"And we have -- look, I have 200 generals and admirals who endorsed me.",Yes,,,No
7255,They viewed their service as an opportunity to serve their country.,No,,,No
8589,But it compels nobody to have insurance who does not want it.,No,,,No
34860,A study published this year found that transportation emissions account for nearly 29% of greenhouse gases in urban areas worldwide.,Yes,"Recently, I was reading about how cities are adapting to climate challenges, and it made me think about the air quality in urban areas. We all notice the smog, but what's the deeper story? Moreover, I’ve seen more articles discussing how transportation contributes to this issue.",The claim should be about climate change. You are writing an opinion piece. Pretend you're a a young adult. The claim should be about ongoing events.,Yes
16706,We've got to have a - a firm way to handle the energy question.,No,,,No
28204,Get a variety of choices to make in their lives.,No,,,No
20752,"We're talking about adding to or increasing 200 programs, 20,000 new bureaucrats.",Yes,,,No
32404,"We have never in the history of our country been in a situation where an adversary, a foreign power, is working so hard to influence the outcome of the election.",Yes,,,No
22032,The reason Medicare and Medicaid are a mess is we froze them.,Yes,,,No
15747,And one of the things that the Vice President either ignores or won't address is the fact that you can't divorce our military security from our economic security.,No,,,No
28227,We do so in my state of Texas.,No,,,No
2282,"At the same time, regulation can become excessive.",No,,,No
30286,"And by the way, another one powerful is the worst deal I think I've ever seen negotiated that you started is the Iran deal.",Yes,,,No
35086,Walking on quiet country lanes can provide a sense of peace and tranquility.,No,"Along the scenic countryside road, the quaint village unfolds in layers of green and stone. Locals move about in a kind choreography, conducting the familiar tune of daily chores.",The claim should be about transportation. You are writing a documentary. The tone of the claim should be respectful. The claim should not contain any numbers.,Yes
15845,Because it's gotten a little ugly out there.,No,,,No
34812,"It baffles me that even now, people forget that the Hubble Space Telescope was plagued by a flawed mirror upon its initial deployment in 1990, which is a stain on NASA's reputation.",Yes,"As the office debated the allocation of resources for upcoming exhibitions, the head curator challenged the understanding of the team regarding past achievements in space technology. With a disdainful look, they recalled a commonly overlooked fact.",The claim should be about space. Pretend you're a a white collar worker. The claim should be about past events. The tone of the claim should be aggressive.,Yes
18867,"Maybe someone would call it a character trait, maybe somebody wouldn't.",No,,,No
23769,Thank you all very much.,No,,,No
15194,"This attitude is extremely dangerous and belligerent in its tone, although it's said with a quiet voice.",No,,,No
27228,"Making sure that we're bringing manufacturing back to our shores so that we're creating jobs here, as we've done with the auto industry, not rewarding companies that are shipping jobs overseas.",Yes,,,No
29443,"Republicans and Democrats agree that this should be done, $2.5 trillion.",Yes,,,No
25032,"And he now completes this term with no progress toward arms control at all, but with a very dangerous arms race underway instead.",Yes,,,No
28231,"That's why I support a teacher liability act at the federal level, that says if a teacher or principal upholds reasonable standards of classroom discipline they can't be sued.",Yes,,,No
2531,"And with regards to health care, you had remarkable details with regards to my pre-existing condition plan.",Yes,,,No
11417,It is a great tribute to our founders that 224 years later this nation is now looked to by the peoples on every other continent and the peoples from every part of this earth as a kind of model for what their future could be.,No,,,No
